Date,1,2,3,4,5,6,2P,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
2/17/2016,12,17,11,9,8,0,110,0,0,0,0,0,0,0,4,1,5,3,7,4,3,0,0,2,4,2,6,6,4,8,0,10,10,1,6,9,4,10,8,12,2,12,4,6,2,8,4
2/18/2016,11,26,20,14,3,13,20,0,2,2,0,0,0,0,0,0,7,8,7,5,4,0,0,2,0,0,2,2,0,2,0,9,9,0,6,4,0,10,2,9,4,9,0,0,0,2,0
2/19/2016,15,1,15,9,18,0,25,0,0,0,0,0,0,2,2,1,3,5,5,7,2,0,0,0,2,2,2,0,0,4,0,6,5,1,4,2,2,5,4,5,0,6,2,0,2,2,0
2/20/2016,30,26,22,12,2,0,60,0,0,0,0,0,1,0,0,0,3,4,5,9,7,0,0,0,6,0,6,6,6,6,0,11,12,0,5,13,0,5,6,12,0,11,6,0,0,6,6
2/21/2016,8,14,4,22,0,6,22,0,0,0,4,0,0,0,0,0,5,5,3,5,4,1,1,2,0,0,1,1,0,2,0,6,6,0,2,4,0,6,2,6,2,7,0,0,0,1,0
2/22/2016,18,18,0,20,6,6,91,0,0,0,0,0,1,0,2,2,4,3,6,8,5,0,0,2,6,4,4,4,4,8,0,10,10,1,3,10,2,7,8,11,2,11,6,2,4,5,4
2/23/2016,33,13,29,9,18,11,57,0,0,0,2,0,0,0,0,4,2,7,7,7,8,0,0,0,2,2,4,0,0,8,0,16,16,1,9,12,0,11,8,17,0,17,2,2,2,4,0
2/24/2016,32,18,20,6,7,0,19,0,0,0,0,1,0,0,0,1,6,7,6,7,5,0,0,0,2,2,2,0,0,2,0,9,9,1,5,5,0,6,2,9,0,9,2,0,2,2,0
2/25/2016,53,8,16,16,2,2,97,2,0,0,0,1,0,2,0,1,7,3,9,7,7,2,2,0,6,2,6,4,2,8,0,16,16,1,6,13,0,8,8,18,0,17,6,4,2,6,2
2/26/2016,12,23,17,0,11,0,49,2,0,0,0,0,0,0,0,1,8,5,2,8,3,0,0,2,2,2,2,2,2,2,0,7,7,1,7,6,0,10,2,8,2,8,2,2,2,3,2
2/27/2016,9,23,27,23,2,4,71,0,0,0,0,1,0,2,0,1,7,4,6,5,6,0,0,2,2,2,2,2,2,4,0,15,15,1,7,10,0,10,4,17,2,17,2,4,2,3,2
2/28/2016,57,38,2,0,6,0,82,0,0,0,0,0,2,2,0,2,6,5,9,5,10,0,0,2,4,4,6,4,2,6,0,14,14,2,7,12,0,10,6,15,2,15,4,2,4,7,2
2/29/2016,22,14,20,10,11,0,19,0,0,0,0,0,0,0,2,1,4,4,1,5,8,0,0,0,2,2,2,0,0,2,0,9,9,1,3,9,2,4,2,9,0,9,2,0,2,2,0
3/1/2016,30,13,7,21,6,0,90,1,0,0,0,2,0,0,0,2,7,5,2,9,3,0,0,2,6,4,6,4,2,6,0,11,9,2,9,11,0,11,6,11,2,11,6,4,4,7,2
3/2/2016,25,39,33,3,0,8,22,0,0,0,2,3,0,0,0,0,9,5,5,6,10,0,0,0,0,0,2,2,2,2,0,12,13,0,4,9,0,12,2,12,0,12,0,2,0,2,2
3/3/2016,17,31,6,23,9,2,10,0,0,1,0,0,0,0,0,0,6,7,7,3,9,0,0,0,0,0,0,0,0,2,0,9,10,0,7,7,0,8,2,11,0,9,0,0,0,0,0
3/4/2016,23,2,12,14,6,2,89,1,0,1,0,0,0,0,0,3,1,1,10,5,4,0,0,2,6,4,6,2,2,6,0,9,11,3,4,7,0,6,6,13,2,12,6,2,4,7,2
3/5/2016,24,46,17,0,12,8,108,0,0,1,0,4,0,4,0,3,3,11,5,6,9,0,0,2,2,2,7,7,2,8,0,14,14,1,12,13,0,22,8,15,2,16,2,8,2,8,2
3/6/2016,33,21,6,2,18,0,58,1,0,0,0,4,0,0,0,1,2,4,8,5,5,0,0,2,2,6,6,4,0,6,0,10,10,1,4,5,0,9,6,10,2,10,2,0,6,7,0
3/7/2016,13,25,6,0,24,0,45,0,0,0,3,2,0,2,2,0,8,8,6,6,5,1,1,2,2,0,3,3,0,4,0,6,6,0,5,3,2,10,4,6,2,6,2,0,0,3,0
3/8/2016,30,4,2,9,0,2,78,2,0,0,0,0,0,0,0,2,3,3,5,2,7,0,0,2,6,4,4,2,2,6,0,6,6,2,5,9,0,6,6,7,2,7,6,2,4,5,2
3/9/2016,17,19,18,7,7,0,117,0,0,2,0,2,0,4,2,3,1,4,3,5,7,1,1,2,2,2,7,5,2,8,0,13,13,1,7,15,2,12,8,16,2,15,2,4,2,8,2
3/10/2016,50,43,5,8,0,5,39,2,0,0,0,0,0,0,0,1,4,4,7,11,9,0,0,0,4,2,4,2,2,4,0,14,14,1,4,11,0,6,4,14,0,14,4,0,2,4,2
3/11/2016,25,23,14,0,4,3,48,3,0,0,2,0,0,2,0,1,6,5,4,9,4,2,2,2,0,0,5,3,0,6,0,7,7,0,3,5,0,8,6,9,2,9,0,0,0,5,0
3/12/2016,12,20,16,10,2,0,98,1,0,2,0,2,0,0,0,3,4,7,4,2,5,1,1,2,2,2,3,3,2,6,0,11,13,1,8,9,0,12,6,15,2,15,2,4,2,4,2
3/13/2016,44,25,0,28,2,2,97,4,0,0,0,0,4,0,0,1,6,5,8,8,10,2,2,2,4,4,6,4,0,8,0,14,14,1,8,11,0,15,8,16,2,15,4,2,4,6,0
3/14/2016,43,16,2,15,12,0,37,0,0,0,0,2,0,0,4,2,4,7,11,6,3,1,1,0,0,2,3,1,0,4,0,11,11,0,4,3,4,8,4,11,0,11,0,0,2,5,0
3/15/2016,23,29,9,19,13,4,61,2,0,0,0,0,0,0,0,2,4,3,6,6,7,0,0,2,4,4,5,3,0,6,0,14,14,2,5,10,0,7,6,14,2,15,4,0,4,7,0
3/16/2016,21,4,23,4,19,0,81,0,0,0,4,2,6,2,0,0,7,4,6,7,4,0,0,0,2,2,7,7,2,8,0,9,9,0,3,6,0,13,8,10,0,9,2,2,2,7,2
3/17/2016,40,14,6,7,15,4,75,0,0,0,0,2,1,0,2,0,7,5,9,4,3,0,0,0,0,4,4,4,2,8,0,13,15,0,7,6,2,10,8,15,0,17,0,2,4,5,2
3/18/2016,19,30,19,9,0,0,106,1,0,5,0,2,0,2,0,2,5,4,7,3,6,0,0,2,6,4,8,6,4,8,0,10,10,2,7,11,0,11,8,11,2,11,6,2,4,9,4
3/19/2016,16,17,35,8,3,0,61,0,0,0,1,0,1,0,0,3,6,6,5,4,5,0,0,0,4,2,4,2,2,6,0,10,10,1,7,9,0,10,6,11,0,11,4,2,2,4,2
3/20/2016,26,20,15,16,0,4,50,1,0,2,0,0,0,0,2,2,7,6,6,6,6,0,0,0,2,2,4,4,2,4,0,8,10,0,5,7,2,9,4,10,0,10,2,0,2,4,2
3/21/2016,29,34,8,17,0,12,59,0,0,0,0,0,0,0,2,1,7,5,7,8,8,0,0,0,6,2,6,4,4,6,0,11,11,1,4,12,2,6,6,11,0,11,6,0,2,6,4
3/22/2016,2,18,0,24,6,1,14,0,0,0,0,0,0,0,2,0,3,3,6,4,5,0,0,0,0,0,2,2,2,2,0,5,5,0,1,3,2,2,2,5,0,5,0,0,0,2,2
3/23/2016,35,2,0,9,7,0,89,0,0,0,2,0,0,0,2,3,6,6,4,2,4,0,0,0,6,4,6,4,2,8,0,4,8,1,5,11,2,8,8,8,0,8,6,2,4,6,2
3/24/2016,25,26,7,32,0,2,19,2,0,0,0,0,0,1,0,0,4,9,4,5,9,1,1,2,0,0,2,2,0,2,0,9,8,0,9,7,0,11,2,8,2,9,0,0,0,2,0
3/25/2016,40,38,0,11,6,6,19,1,0,0,0,0,1,0,0,1,9,7,7,8,5,0,0,0,2,2,2,0,0,2,0,11,12,1,5,6,0,7,2,12,0,11,2,0,2,2,0
3/26/2016,51,26,9,13,0,0,43,0,0,0,2,0,1,1,0,1,5,7,7,4,7,0,0,2,2,2,4,2,2,4,0,11,11,1,7,7,0,11,4,11,2,11,2,2,2,5,2
3/27/2016,49,20,7,15,2,3,60,1,0,2,0,0,0,0,0,2,7,8,6,5,6,0,0,0,4,4,4,0,0,6,0,11,11,2,11,9,0,13,6,12,0,12,4,2,4,4,0
3/28/2016,30,23,8,8,2,0,82,0,0,0,0,2,2,0,0,2,4,5,7,4,5,0,0,2,4,4,6,4,2,6,0,9,9,2,9,6,0,12,6,10,2,10,4,2,4,7,2
3/29/2016,43,29,0,9,1,0,39,0,0,0,0,0,0,0,0,3,4,7,3,4,5,0,0,0,4,2,4,2,2,4,0,10,10,1,6,8,0,6,4,10,0,10,4,0,2,4,2
3/30/2016,38,0,8,9,24,13,68,0,0,0,2,0,0,0,0,2,8,7,7,10,5,0,0,2,4,4,4,2,2,4,0,10,10,2,10,7,0,13,4,11,2,11,4,2,4,5,2
3/31/2016,32,27,12,12,14,7,30,1,0,0,0,1,1,0,0,0,8,7,4,8,6,0,0,0,4,0,2,2,2,4,0,12,11,0,8,10,0,8,4,11,0,12,4,0,0,2,2
4/1/2016,41,13,12,14,20,3,18,1,0,0,2,1,0,0,0,0,4,9,7,9,8,1,1,0,0,0,1,1,0,2,0,10,11,0,8,7,0,13,2,12,0,10,0,0,0,1,0
4/2/2016,32,23,20,18,9,4,57,0,0,0,0,1,0,0,0,5,8,11,5,7,7,0,0,0,6,6,6,0,0,6,0,10,10,4,7,9,0,11,6,10,0,10,6,0,6,6,0
4/3/2016,22,25,15,15,6,0,48,1,0,0,0,3,0,0,2,0,5,5,7,6,4,1,1,0,2,0,3,3,2,4,0,11,12,0,5,8,2,8,4,14,0,11,2,0,0,3,2
4/4/2016,10,36,14,7,8,3,109,0,0,0,0,0,2,0,0,3,7,5,5,6,4,0,0,2,6,6,6,2,2,8,0,12,13,3,9,11,0,12,8,14,2,14,6,4,6,7,2
4/5/2016,11,32,18,22,0,12,92,0,0,0,0,0,1,0,1,2,9,6,7,4,8,1,1,2,6,6,9,5,2,8,0,11,11,2,6,11,1,9,8,11,2,12,6,2,6,9,2
4/6/2016,45,33,25,10,4,15,57,0,0,0,0,0,0,0,0,2,8,9,8,14,10,0,0,2,2,2,4,2,0,6,0,17,17,1,6,12,0,13,6,18,2,18,2,2,2,4,0
4/7/2016,48,13,8,6,0,14,81,0,0,1,0,0,0,0,1,1,4,6,3,9,6,0,0,0,6,2,6,4,4,8,0,12,12,1,6,14,1,9,8,13,0,13,6,2,2,6,4
4/8/2016,12,45,10,9,0,10,20,1,0,0,0,1,0,0,1,1,7,2,5,8,8,1,1,2,0,0,1,1,0,2,0,10,10,1,3,8,1,5,2,10,2,11,0,0,0,1,0
4/9/2016,29,27,3,12,7,0,42,0,0,0,0,0,0,0,1,2,3,4,9,7,4,0,0,0,2,2,4,4,2,4,0,10,9,0,3,7,1,6,4,10,0,10,2,2,2,4,2
4/10/2016,28,40,23,19,10,0,20,1,0,1,0,0,1,0,0,0,15,7,5,13,6,0,0,0,2,0,2,2,2,2,0,12,13,0,6,8,0,10,2,12,0,12,2,0,0,2,2
4/11/2016,41,29,15,11,0,6,69,0,0,0,0,1,1,0,0,1,7,5,9,11,10,0,0,2,4,2,4,4,4,4,0,12,12,1,7,11,0,10,4,13,2,13,4,2,2,5,4
4/12/2016,36,48,17,8,11,9,49,0,0,0,0,0,0,0,0,4,8,8,7,9,8,0,0,2,2,2,4,2,0,6,0,16,18,1,8,11,0,10,6,20,2,16,2,0,2,4,0
4/13/2016,30,10,31,23,13,14,14,0,0,0,0,0,1,0,1,0,15,5,6,9,7,0,0,0,0,0,2,2,2,2,0,14,14,0,6,8,1,6,2,14,0,14,0,0,0,2,2
4/14/2016,35,34,8,0,8,0,53,0,0,0,0,1,0,0,0,3,10,6,5,4,6,0,0,1,4,4,4,2,2,3,0,10,9,2,7,7,0,8,3,10,1,11,4,0,4,5,2
4/15/2016,80,16,18,18,11,2,64,0,0,0,0,2,0,0,1,1,8,8,11,8,13,0,0,3,2,2,2,2,2,3,0,20,20,1,10,14,1,13,3,22,3,21,2,4,2,3,2
4/16/2016,69,9,24,8,2,7,57,0,0,2,0,1,1,3,0,1,10,5,12,12,4,0,0,2,2,2,6,4,0,6,0,14,17,1,5,7,0,11,6,16,2,14,2,0,2,6,0
4/17/2016,37,19,3,13,9,4,80,2,0,2,0,1,0,4,0,2,8,2,8,7,8,3,3,0,2,0,4,4,2,8,0,14,14,0,3,9,0,6,8,16,0,15,2,2,0,4,2
4/18/2016,25,30,17,7,7,0,34,0,0,0,0,0,0,2,0,0,4,4,2,7,10,0,0,0,2,0,4,4,4,4,0,10,10,0,4,11,0,4,4,10,0,10,2,0,0,4,4
4/19/2016,29,29,5,13,6,0,28,0,0,0,0,0,0,1,2,0,7,4,7,5,7,0,0,0,0,0,4,2,2,4,0,9,11,0,3,6,2,4,4,11,0,9,0,0,0,4,2
4/20/2016,41,44,1,11,4,6,20,0,0,0,0,0,0,2,0,0,11,8,8,10,8,0,0,0,2,0,2,2,2,2,0,10,10,0,6,8,0,8,2,10,0,10,2,0,0,2,2
4/21/2016,33,25,6,6,6,17,20,0,0,0,0,0,0,0,0,1,1,6,8,9,8,0,0,0,2,0,2,2,2,2,0,11,11,0,4,8,0,6,2,11,0,11,2,0,0,2,2
4/22/2016,20,33,25,17,20,0,18,1,0,0,0,0,0,0,0,1,8,10,7,7,8,0,0,0,2,0,0,0,0,2,0,12,14,0,8,8,0,11,2,14,0,16,2,0,0,0,0
4/23/2016,24,34,26,30,6,0,60,0,0,1,0,0,0,0,0,2,7,6,8,13,7,1,1,2,4,4,3,1,0,6,0,16,18,2,4,12,0,8,6,18,2,17,4,0,4,3,0
4/24/2016,21,37,9,20,18,15,91,0,0,0,0,1,0,0,0,1,8,7,5,11,12,1,1,4,2,2,3,3,2,6,0,18,18,1,10,16,0,14,6,21,4,20,2,4,2,4,2
4/25/2016,33,15,4,25,0,0,39,0,0,0,0,0,0,2,0,1,5,8,4,4,5,0,0,0,4,2,4,2,2,4,0,7,7,1,8,8,0,8,4,7,0,7,4,0,2,4,2
4/26/2016,31,26,2,4,7,0,50,1,0,0,0,1,0,0,0,0,5,4,6,7,4,0,0,0,2,2,2,2,2,6,0,10,10,0,5,7,0,6,6,11,0,11,2,2,2,2,2
4/27/2016,42,34,6,9,6,0,35,0,0,0,1,4,0,2,0,1,3,7,7,7,6,0,0,0,2,2,4,2,0,4,0,11,11,1,7,6,0,10,4,11,0,11,2,0,2,4,0
4/28/2016,17,34,24,25,7,9,16,0,0,2,0,0,0,2,1,0,8,10,9,9,8,0,0,0,0,0,2,2,0,2,0,12,12,0,7,5,1,12,2,12,0,12,0,0,0,2,0
4/29/2016,44,14,20,17,8,8,87,0,0,1,3,0,0,0,0,2,6,8,10,3,6,0,0,0,4,6,6,2,0,8,0,15,17,2,11,11,0,14,8,18,0,18,4,2,6,7,0
4/30/2016,23,56,9,19,12,0,41,0,0,0,0,0,0,0,2,1,9,12,9,10,6,0,0,0,2,2,2,0,0,4,0,13,13,1,10,8,2,14,4,14,0,14,2,2,2,2,0
5/1/2016,93,98,95,6,7,9,49,3,0,1,6,8,0,2,6,2,18,17,15,9,15,0,0,2,2,2,2,2,2,2,0,36,36,1,23,22,6,28,2,37,2,37,2,2,2,3,2
5/2/2016,74,73,46,2,11,11,49,0,0,3,0,3,2,10,6,2,19,9,11,18,8,0,0,2,2,2,2,2,0,6,0,24,24,0,8,16,6,17,6,24,2,24,2,2,2,2,0
5/3/2016,134,69,71,30,29,4,50,2,0,4,7,7,3,4,3,2,21,21,16,19,16,1,1,0,8,2,7,3,0,4,0,32,32,1,27,23,3,33,4,32,0,32,8,0,2,7,0
5/4/2016,91,20,30,27,9,2,73,0,0,3,4,2,1,0,2,2,6,15,8,13,13,1,1,0,2,4,3,3,2,6,0,20,22,0,15,15,2,22,6,23,0,23,2,2,4,3,2
5/5/2016,163,53,24,37,21,0,24,2,0,0,2,3,5,1,5,4,22,21,16,10,19,0,0,2,0,0,2,2,0,2,0,29,29,0,25,20,5,32,2,29,2,29,0,0,0,2,0
5/6/2016,85,93,65,20,13,6,103,1,4,3,5,7,5,1,6,3,10,12,15,14,17,0,0,2,4,6,6,4,4,8,3,29,31,2,24,21,6,34,8,32,2,32,4,2,6,8,4
5/7/2016,121,54,43,22,16,14,60,4,0,3,4,4,2,3,2,3,17,13,14,19,13,0,0,0,6,0,6,6,6,6,0,26,26,0,20,19,2,30,6,26,0,26,6,0,0,6,6
5/8/2016,100,62,46,14,2,6,34,4,0,6,6,4,1,3,2,2,16,12,13,19,6,0,0,0,2,0,4,4,2,4,0,20,20,0,18,11,2,31,4,20,0,20,2,0,0,4,2
5/9/2016,112,60,44,47,48,8,26,5,0,0,4,4,7,8,6,4,19,12,22,25,19,0,0,2,0,2,2,2,0,2,0,31,31,1,17,15,6,29,2,31,2,31,0,0,2,2,0
5/10/2016,124,117,53,21,28,23,68,1,0,4,6,8,3,3,7,4,20,19,22,22,16,0,0,0,8,4,4,0,0,8,0,38,40,2,25,25,7,34,8,40,0,40,8,0,4,4,0
5/11/2016,118,75,10,34,28,0,78,3,0,0,2,6,2,1,4,4,9,17,12,13,19,2,2,0,6,4,7,3,2,8,0,29,29,2,19,23,4,24,8,29,0,30,6,0,4,8,2
5/12/2016,82,83,30,46,15,25,81,3,0,2,6,5,4,1,4,7,15,18,18,24,8,0,0,2,6,6,6,2,2,5,0,31,30,3,17,14,4,27,5,31,2,31,6,2,6,7,2
5/13/2016,161,49,41,11,9,0,141,3,0,2,2,2,9,1,10,6,16,15,18,15,15,0,0,4,6,8,8,6,4,9,0,29,30,3,19,23,10,30,9,32,4,32,6,4,8,10,4
5/14/2016,163,69,46,25,17,0,10,3,0,6,1,5,3,9,3,9,16,15,21,19,15,0,0,0,0,0,2,0,0,2,0,31,31,3,22,17,3,28,2,31,0,31,0,0,0,2,0
5/15/2016,175,70,26,21,23,9,14,4,2,2,3,0,5,9,6,5,13,15,18,25,15,0,0,0,0,0,0,0,0,2,2,33,35,0,17,20,6,27,2,35,0,37,0,0,0,0,0
5/16/2016,87,69,79,23,9,17,19,1,0,4,1,3,4,6,0,5,13,12,22,19,23,0,0,0,2,2,2,0,0,2,0,29,29,2,16,19,0,21,2,29,0,29,2,0,2,2,0
5/17/2016,127,62,17,5,9,8,19,4,0,2,5,4,2,1,3,4,11,11,15,16,8,0,0,0,2,2,2,0,0,2,0,23,23,1,15,10,3,24,2,23,0,23,2,0,2,2,0
5/18/2016,116,46,3,31,0,0,84,3,0,7,2,0,5,4,2,4,10,8,13,15,11,2,2,2,4,2,10,8,2,8,0,20,20,1,11,12,2,21,8,20,2,20,4,0,2,11,2
5/19/2016,77,70,50,37,25,7,123,3,0,3,8,4,2,0,2,6,13,8,24,21,14,1,1,6,8,6,9,7,4,6,0,29,29,4,18,18,2,28,6,31,6,31,8,2,6,11,4
5/20/2016,139,63,75,49,33,12,123,5,0,4,5,5,7,5,8,9,18,20,23,22,21,2,2,2,2,2,8,8,4,10,0,38,40,3,29,28,8,40,10,42,2,41,2,4,2,9,4
5/21/2016,150,87,27,40,28,2,77,5,2,3,5,2,7,4,7,2,20,15,20,20,22,2,2,0,2,2,8,8,2,6,1,31,33,1,25,22,7,36,6,33,0,33,2,2,2,9,2
5/22/2016,175,39,49,46,36,4,29,4,0,4,8,6,5,1,3,4,17,17,30,21,11,0,0,0,2,2,4,2,0,2,0,36,36,3,26,12,3,37,2,36,0,36,2,0,2,4,0
5/23/2016,116,59,23,4,15,0,19,4,0,2,0,5,0,0,5,4,8,9,12,18,10,0,0,0,2,2,2,0,0,2,0,24,24,1,13,12,5,16,2,24,0,24,2,0,2,2,0
5/24/2016,168,50,53,33,28,6,20,1,2,6,0,4,6,2,4,5,21,15,19,23,20,0,0,0,2,0,2,2,2,2,2,36,36,0,15,22,4,25,2,36,0,36,2,0,0,2,2
5/25/2016,113,83,52,13,8,12,84,0,0,2,4,4,5,4,6,5,17,23,16,19,13,0,0,2,4,0,9,9,2,6,0,27,27,1,19,21,6,33,6,27,2,28,4,2,0,10,2
5/26/2016,96,58,22,30,24,0,20,2,0,0,1,3,3,3,1,1,17,10,13,18,15,0,0,0,2,0,2,2,2,2,0,24,24,0,14,17,1,17,2,24,0,24,2,0,0,2,2
5/27/2016,123,130,62,7,0,0,19,3,3,1,6,5,2,4,3,7,10,14,19,16,21,0,0,0,2,2,2,0,0,2,0,35,35,3,19,23,3,23,2,35,0,35,2,0,2,2,0
5/28/2016,130,86,46,23,26,4,20,2,0,3,6,7,6,0,5,3,15,19,22,25,18,0,0,0,2,0,2,2,2,2,0,25,26,2,23,14,5,39,2,26,0,26,2,0,0,2,2
5/29/2016,119,60,37,17,29,8,70,5,5,5,7,4,3,7,0,2,10,19,13,27,17,3,3,2,0,2,6,8,0,6,0,25,24,1,12,19,0,35,6,24,2,24,0,4,2,8,0
5/30/2016,114,51,14,24,17,10,87,1,0,7,3,3,3,6,0,2,8,15,14,17,9,0,0,2,4,4,6,6,4,6,0,26,26,1,18,16,0,27,6,27,2,27,4,2,4,7,4
5/31/2016,153,72,40,29,54,9,27,5,0,4,3,2,2,6,2,3,21,14,24,18,19,0,0,0,4,4,4,2,0,4,0,37,37,1,25,22,2,29,4,37,0,37,4,0,4,4,0
